video_name,algorithm,scene_person_mode,lighting_mode,n_frames_total,n_frames_scored,n_frames_no_active_gt,n_frames_pred_missing,matched_frame_rate,total_eval_kpt,total_missing_pred_kpt,total_pck_correct,oks_mean_frame,oks_median_frame,oks_weighted,pck_global,latency_mean_ms,latency_median_ms,latency_p95_ms,fps_mean,fps_effective,notes
MP_R_DudukBerdiri_1,yolopose,multi,dim,121,121,0,0,1.000000,1283,0,1137,0.544158,0.568497,0.545519,0.886204,28.944511,27.744200,36.289700,35.522697,34.548865,
MP_R_DudukBerdiri_2,yolopose,multi,dim,150,150,0,0,1.000000,1538,0,1331,0.600604,0.622568,0.597468,0.865410,27.039373,26.266950,33.609100,37.479510,36.983107,
MP_R_Jongkok_1,yolopose,multi,dim,126,126,0,0,1.000000,1512,0,1469,0.795920,0.824037,0.795920,0.971561,28.147587,27.064500,36.169600,36.146621,35.527024,
MP_R_Jongkok_2,yolopose,multi,dim,139,139,0,0,1.000000,1668,0,1594,0.696751,0.671208,0.696751,0.955635,27.461229,26.868200,34.148400,36.922563,36.414976,
MP_R_PushUp_1,yolopose,multi,dim,77,77,0,0,1.000000,557,0,327,0.358749,0.454124,0.395339,0.587074,27.016742,26.924600,31.170000,37.349283,37.014086,
MP_R_PushUp_2,yolopose,multi,dim,91,91,0,0,1.000000,728,0,14,0.008617,0.000983,0.008617,0.019231,26.816019,26.595900,30.601900,37.559608,37.291143,
MP_R_Yoga_1,yolopose,multi,dim,182,182,0,0,1.000000,2361,0,1879,0.667501,0.660471,0.667157,0.795849,27.094147,26.351450,33.258300,37.387879,36.908340,
MP_R_Yoga_2,yolopose,multi,dim,173,173,0,0,1.000000,2249,0,1621,0.576190,0.488235,0.576190,0.720765,27.070253,26.310300,36.214800,37.568687,36.940919,
MP_T_DudukBerdiri_1,yolopose,multi,bright,148,148,0,0,1.000000,1771,0,1755,0.783599,0.796146,0.783390,0.990966,27.466198,26.615350,36.672700,37.013437,36.408388,
MP_T_DudukBerdiri_2,yolopose,multi,bright,145,145,0,0,1.000000,1697,0,1579,0.635375,0.653588,0.632606,0.930466,27.683290,26.686000,36.128100,36.731178,36.122875,
MP_T_Jongkok_1,yolopose,multi,bright,144,144,0,0,1.000000,1728,0,1724,0.850521,0.890743,0.850521,0.997685,27.293211,26.355550,35.709800,37.235185,36.639148,
MP_T_Jongkok_2,yolopose,multi,bright,208,145,63,0,0.697115,1740,0,940,0.241934,0.213348,0.241934,0.540230,27.086281,26.581050,33.980200,37.469499,36.919059,
MP_T_PushUp_1,yolopose,multi,bright,76,76,0,0,1.000000,532,0,466,0.508803,0.470790,0.530671,0.875940,28.407533,27.083650,39.174500,35.966000,35.201931,
MP_T_PushUp_2,yolopose,multi,bright,134,134,0,0,1.000000,1072,0,707,0.325457,0.340476,0.325457,0.659515,27.282172,26.731750,34.523400,37.071915,36.653973,
MP_T_Yoga_1,yolopose,multi,bright,171,171,0,0,1.000000,2223,0,2191,0.836925,0.873212,0.836925,0.985605,27.298468,26.698400,33.760400,37.097896,36.632093,
MP_T_Yoga_2,yolopose,multi,bright,213,213,0,0,1.000000,2769,0,2754,0.791148,0.780786,0.791148,0.994583,27.090244,26.534800,34.088600,37.365314,36.913658,
SP_R_DudukBerdiri_1,yolopose,single,dim,121,121,0,0,1.000000,1452,0,1416,0.646200,0.602592,0.646200,0.975207,27.355714,26.063600,35.810700,37.250502,36.555434,
SP_R_DudukBerdiri_2,yolopose,single,dim,128,128,0,0,1.000000,1536,0,1427,0.744898,0.760930,0.744898,0.929036,27.686080,26.722400,35.008000,36.757915,36.119233,
SP_R_Jongkok_1,yolopose,single,dim,109,109,0,0,1.000000,1308,0,1297,0.823013,0.818240,0.823013,0.991590,27.235747,26.487500,34.435900,37.169544,36.716452,
SP_R_Jongkok_2,yolopose,single,dim,169,169,0,0,1.000000,2028,0,1949,0.782850,0.812831,0.782850,0.961045,27.516343,26.713700,33.940700,36.967771,36.342039,
SP_R_PushUp_1,yolopose,single,dim,85,85,0,0,1.000000,647,0,560,0.526320,0.573266,0.537649,0.865533,26.885244,26.446900,30.299300,37.487944,37.195125,
SP_R_PushUp_2,yolopose,single,dim,130,127,0,3,0.976923,1214,28,826,0.317815,0.258797,0.333393,0.680395,27.241025,26.669450,33.988100,37.170757,36.709339,
SP_R_Yoga_1,yolopose,single,dim,115,115,0,0,1.000000,1487,0,1274,0.682231,0.687269,0.682203,0.856759,27.765403,26.627900,37.228800,36.652103,36.016044,
SP_R_Yoga_2,yolopose,single,dim,175,175,0,0,1.000000,2275,0,2052,0.699942,0.658439,0.699942,0.901978,26.904544,25.953600,36.015200,37.771047,37.168443,
SP_T_DudukBerdiri_1,yolopose,single,bright,122,122,0,0,1.000000,1464,0,1464,0.807456,0.811867,0.807456,1.000000,27.435616,26.262050,36.443900,37.232694,36.448973,
SP_T_DudukBerdiri_2,yolopose,single,bright,134,134,0,0,1.000000,1608,0,1607,0.779178,0.769014,0.779178,0.999378,27.350924,26.178750,35.408200,37.140991,36.561836,
SP_T_Jongkok_1,yolopose,single,bright,124,124,0,0,1.000000,1488,0,1477,0.819959,0.839931,0.819959,0.992608,27.940883,27.056500,36.302100,36.401146,35.789850,
SP_T_Jongkok_2,yolopose,single,bright,145,145,0,0,1.000000,1740,0,1665,0.780445,0.766314,0.780445,0.956897,27.783312,26.817200,35.674000,36.627234,35.992829,
SP_T_PushUp_1,yolopose,single,bright,124,124,0,0,1.000000,998,0,997,0.625264,0.679159,0.642015,0.998998,26.867327,25.951800,34.464900,37.809083,37.219928,
SP_T_PushUp_2,yolopose,single,bright,128,128,0,0,1.000000,1190,0,852,0.320030,0.336520,0.334868,0.715966,28.438441,27.522250,37.188500,35.729837,35.163672,
SP_T_Yoga_1,yolopose,single,bright,121,120,1,0,0.991736,1560,0,1560,0.808418,0.802555,0.808418,1.000000,27.932331,28.037700,32.536100,36.087003,35.800808,
SP_T_Yoga_2,yolopose,single,bright,226,226,0,0,1.000000,2938,0,2938,0.805399,0.764806,0.805399,1.000000,28.198094,27.601250,34.669200,35.805865,35.463390,
