video_name,algorithm,scene_person_mode,lighting_mode,n_frames_total,n_frames_scored,n_frames_no_active_gt,n_frames_pred_missing,matched_frame_rate,total_eval_kpt,total_missing_pred_kpt,total_pck_correct,oks_mean_frame,oks_median_frame,oks_weighted,pck_global,latency_mean_ms,latency_median_ms,latency_p95_ms,fps_mean,fps_effective,notes
SP_R_DudukBerdiri_1,openpose,single,dim,121,1,0,120,0.008264,1452,1440,12,0.006776,0.000000,0.006776,0.008264,1918226.139700,1918226.139700,1918226.139700,0.000521,0.000521,
SP_R_DudukBerdiri_2,openpose,single,dim,128,1,0,127,0.007812,1536,1524,9,0.002679,0.000000,0.002679,0.005859,1875293.418200,1875293.418200,1875293.418200,0.000533,0.000533,
SP_R_Jongkok_1,openpose,single,dim,109,1,0,108,0.009174,1308,1296,12,0.008056,0.000000,0.008056,0.009174,1615892.488300,1615892.488300,1615892.488300,0.000619,0.000619,
SP_R_Jongkok_2,openpose,single,dim,169,1,0,168,0.005917,2028,2016,12,0.004744,0.000000,0.004744,0.005917,2805242.783500,2805242.783500,2805242.783500,0.000356,0.000356,
SP_R_PushUp_1,openpose,single,dim,85,1,0,84,0.011765,647,638,9,0.008355,0.000000,0.009879,0.013910,1634235.513100,1634235.513100,1634235.513100,0.000612,0.000612,
SP_R_PushUp_2,openpose,single,dim,130,1,0,129,0.007692,1214,1203,11,0.005695,0.000000,0.006709,0.009061,2504388.448100,2504388.448100,2504388.448100,0.000399,0.000399,
SP_R_Yoga_1,openpose,single,dim,115,1,0,114,0.008696,1487,1474,13,0.007464,0.000000,0.007504,0.008742,2219549.048800,2219549.048800,2219549.048800,0.000451,0.000451,
SP_R_Yoga_2,openpose,single,dim,175,1,0,174,0.005714,2275,2262,13,0.004770,0.000000,0.004770,0.005714,3381908.108300,3381908.108300,3381908.108300,0.000296,0.000296,
SP_T_DudukBerdiri_1,openpose,single,bright,122,1,0,121,0.008197,1464,1452,12,0.006857,0.000000,0.006857,0.008197,2323987.161600,2323987.161600,2323987.161600,0.000430,0.000430,
SP_T_DudukBerdiri_2,openpose,single,bright,134,1,0,133,0.007463,1608,1596,12,0.006004,0.000000,0.006004,0.007463,2081470.743900,2081470.743900,2081470.743900,0.000480,0.000480,
SP_T_Jongkok_1,openpose,single,bright,124,1,0,123,0.008065,1488,1476,12,0.007489,0.000000,0.007489,0.008065,1811105.646700,1811105.646700,1811105.646700,0.000552,0.000552,
SP_T_Jongkok_2,openpose,single,bright,145,1,0,144,0.006897,1740,1728,12,0.005310,0.000000,0.005310,0.006897,2636795.928700,2636795.928700,2636795.928700,0.000379,0.000379,
SP_T_PushUp_1,openpose,single,bright,124,1,0,123,0.008065,998,989,9,0.007316,0.000000,0.008181,0.009018,2390274.925600,2390274.925600,2390274.925600,0.000418,0.000418,
SP_T_PushUp_2,openpose,single,bright,128,1,0,127,0.007812,1190,1178,8,0.003306,0.000000,0.004267,0.006723,2459425.379500,2459425.379500,2459425.379500,0.000407,0.000407,
SP_T_Yoga_1,openpose,single,bright,121,1,1,119,0.008264,1560,1547,13,0.004507,0.000000,0.004507,0.008333,2394342.084200,2394342.084200,2394342.084200,0.000418,0.000418,
SP_T_Yoga_2,openpose,single,bright,226,1,0,225,0.004425,2938,2925,13,0.003858,0.000000,0.003858,0.004425,4048764.196100,4048764.196100,4048764.196100,0.000247,0.000247,
